,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
32,2023-01-30,95.20530547154974,89.22850370136966,100.8968514500374,95.20530547154974,95.20530547154974,-0.3953043153752464,-0.3953043153752464,-0.3953043153752464,-0.3953043153752464,-0.3953043153752464,-0.3953043153752464,0.0,0.0,0.0,94.8100011561745
33,2023-01-31,95.30209905676968,88.30195485901693,100.63520553258024,95.30209905676968,95.30209905676968,-0.5231811972955807,-0.5231811972955807,-0.5231811972955807,-0.5231811972955807,-0.5231811972955807,-0.5231811972955807,0.0,0.0,0.0,94.77891785947409
34,2023-02-01,95.3988926419896,88.91718318824643,100.65162115042774,95.3988926419896,95.3988926419896,-0.7511751080456224,-0.7511751080456224,-0.7511751080456224,-0.7511751080456224,-0.7511751080456224,-0.7511751080456224,0.0,0.0,0.0,94.64771753394398
35,2023-02-02,95.49568622720956,89.23718021457756,100.38724387405593,95.49568622720956,95.49568622720956,-0.6916482044731748,-0.6916482044731748,-0.6916482044731748,-0.6916482044731748,-0.6916482044731748,-0.6916482044731748,0.0,0.0,0.0,94.80403802273639
36,2023-02-03,95.59247981242949,89.49114903556797,101.23355888244248,95.59247981242949,95.59247981242949,-0.19672714375945904,-0.19672714375945904,-0.19672714375945904,-0.19672714375945904,-0.19672714375945904,-0.19672714375945904,0.0,0.0,0.0,95.39575266867003
37,2023-02-06,95.88286056808931,89.69761207543283,101.72071099792463,95.88286056808931,95.88286056808931,-0.395304315376264,-0.395304315376264,-0.395304315376264,-0.395304315376264,-0.395304315376264,-0.395304315376264,0.0,0.0,0.0,95.48755625271305
38,2023-02-07,95.97965415330927,90.15288280800078,101.46150403888404,95.97965415330927,95.97965415330927,-0.5231811972960766,-0.5231811972960766,-0.5231811972960766,-0.5231811972960766,-0.5231811972960766,-0.5231811972960766,0.0,0.0,0.0,95.45647295601319
39,2023-02-08,96.0764477385292,89.24585188430878,100.59477294307841,96.0764477385292,96.0764477385292,-0.7511751080460719,-0.7511751080460719,-0.7511751080460719,-0.7511751080460719,-0.7511751080460719,-0.7511751080460719,0.0,0.0,0.0,95.32527263048313
40,2023-02-09,96.17324132374915,89.29174225242727,101.68436683991781,96.17324132374915,96.17324132374915,-0.691648204473429,-0.691648204473429,-0.691648204473429,-0.691648204473429,-0.691648204473429,-0.691648204473429,0.0,0.0,0.0,95.48159311927573
41,2023-02-10,96.27003443478412,90.50789082934112,101.96119739191916,96.27003443478412,96.27003443478412,-0.1967271437594047,-0.1967271437594047,-0.1967271437594047,-0.1967271437594047,-0.1967271437594047,-0.1967271437594047,0.0,0.0,0.0,96.07330729102472
42,2023-02-13,96.56041376788907,90.40340130163034,101.65982806893598,96.56041376788907,96.56041376788907,-0.39530431537728117,-0.39530431537728117,-0.39530431537728117,-0.39530431537728117,-0.39530431537728117,-0.39530431537728117,0.0,0.0,0.0,96.16510945251179
43,2023-02-14,96.65720687892407,90.22979740155839,102.35188417394764,96.65720687892407,96.65720687892407,-0.5231811972957424,-0.5231811972957424,-0.5231811972957424,-0.5231811972957424,-0.5231811972957424,-0.5231811972957424,0.0,0.0,0.0,96.13402568162833
44,2023-02-15,96.75399998995906,90.03623406404921,101.7923509909963,96.75399998995906,96.75399998995906,-0.7511751080455719,-0.7511751080455719,-0.7511751080455719,-0.7511751080455719,-0.7511751080455719,-0.7511751080455719,0.0,0.0,0.0,96.00282488191348
45,2023-02-16,96.85079310099404,90.4182700073299,102.04624934245165,96.85079310099404,96.85079310099404,-0.6916482044727189,-0.6916482044727189,-0.6916482044727189,-0.6916482044727189,-0.6916482044727189,-0.6916482044727189,0.0,0.0,0.0,96.15914489652133
